City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,mount gambier,-37.8333,140.7667,9.78,92,10,1.32,AU,1701548649
294,olavarria,-36.8927,-60.3225,30.43,18,10,5.94,AR,1701548649
295,pocone,-16.2567,-56.6228,38.41,26,82,2.93,BR,1701548650
296,kyshtovka,56.555,76.6271,-7.59,96,100,3.13,RU,1701548650
297,fortuna,40.5982,-124.1573,12.97,97,75,5.66,US,1701548651
298,nemuro,43.3236,145.575,1.91,57,8,5.2,JP,1701548652
299,fort mcmurray,56.7268,-111.381,-6.23,79,0,1.54,CA,1701548652
300,natal,-5.795,-35.2094,28.36,69,40,5.66,BR,1701548653
301,myshkin,57.7897,38.4545,-14.54,97,94,1.79,RU,1701548653
302,san carlos,9.6612,-68.5827,33.21,40,37,1.05,VE,1701548654
303,puerto deseado,-47.7503,-65.8938,8.65,52,80,2.24,AR,1701548654
304,tazovsky,67.4667,78.7,-27.26,94,6,4.5,RU,1701548655
305,qarazhal,48.0078,70.7903,2.69,57,100,8.87,KZ,1701548655
306,sudogda,55.9539,40.8629,-12.93,100,93,1.43,RU,1701548656
307,hobyo,5.3505,48.5268,26.47,72,100,7.79,SO,1701548656
308,sanchor,24.7553,71.7722,22.09,46,61,4.25,IN,1701548657
309,baoding,38.8511,115.4903,-0.92,32,0,2.18,CN,1701548658
310,petropavlovsk-kamchatsky,53.0452,158.6483,-8.08,81,75,7.6,RU,1701548455
311,vanimo,-2.6741,141.3028,25.08,88,100,1.72,PG,1701548658
312,lakhipur,26.0299,90.3041,18.18,81,26,1.73,IN,1701548659
313,colares,38.7992,-9.4469,12.64,82,11,2.68,PT,1701548659
314,guerrero negro,27.9769,-114.0611,20.68,43,0,1.7,MX,1701548660
315,abalak,58.1286,68.5944,-11.47,96,100,4.38,RU,1701548661
316,yuzhno-kurilsk,44.0306,145.8556,1.32,64,19,4.71,RU,1701548459
317,maloye ganyushkino,46.6,49.2667,10.55,82,100,4.22,KZ,1701548662
318,silvania,-16.6589,-48.6081,25.42,61,75,3.81,BR,1701548663
319,dersca,47.9833,26.2,2.4,98,83,3.15,RO,1701548663
320,kish,26.5578,54.0194,23.15,73,0,3.09,IR,1701548664
321,wajir,1.7471,40.0573,28.44,53,12,3.56,KE,1701548664
322,laojunmiao,39.8333,97.7333,-2.57,24,45,0.39,CN,1701548665
323,nabire,-3.3667,135.4833,23.84,92,87,1.42,ID,1701548665
324,rosso,16.4986,-15.8153,27.51,34,14,5.33,SN,1701548666
325,coyhaique,-45.5752,-72.0662,9.34,71,75,1.54,CL,1701548667
326,willingen,51.3,8.6167,-3.68,94,98,3.23,DE,1701548667
327,songyang,34.4553,113.0281,2.95,29,1,0.56,CN,1701548668
328,zarghun shahr,32.8473,68.4457,4.21,41,100,0.3,AF,1701548668
329,recani,31.2846,-4.2688,16.09,43,3,2.3,MA,1701548669
330,nema,57.5067,50.5011,-9.96,95,93,3.45,RU,1701548669
331,candolim,15.5181,73.7626,26.0,83,20,1.54,IN,1701548670
332,bouna,9.2667,-3.0,29.53,33,94,2.2,CI,1701548670
333,lerwick,60.1545,-1.1494,3.0,71,99,3.99,GB,1701548671
334,port nelson,23.6333,-74.8333,27.24,76,61,6.13,BS,1701548671
335,mbulu,-3.85,35.5333,16.34,90,100,2.65,TZ,1701548672
336,igarka,67.4667,86.5833,-30.01,96,7,4.53,RU,1701548659
337,pundong,-7.9522,110.3486,25.3,84,100,1.07,ID,1701548673
338,arroyo de la encomienda,41.6096,-4.7969,7.28,84,0,2.57,ES,1701548673
339,santo antonio do ica,-3.1022,-67.9397,28.21,85,99,0.56,BR,1701548674
340,salinas,36.6777,-121.6555,18.65,72,0,2.06,US,1701548579
341,gulf shores,30.246,-87.7008,21.18,82,100,5.66,US,1701548675
342,ekibastuz,51.6667,75.3667,3.22,67,100,10.51,KZ,1701548675
343,iskateley,67.6803,53.1512,-9.99,95,100,5.36,RU,1701548483
344,daru,-9.0763,143.2092,27.17,83,100,3.48,PG,1701548676
345,island harbour,50.724,-1.2758,7.74,94,16,0.45,GB,1701548677
346,roxborough park,39.4739,-105.0853,5.05,29,43,6.26,US,1701548677
347,lihue,21.9789,-159.3672,26.87,77,0,2.06,US,1701548678
348,crane,31.3974,-102.3501,16.7,25,0,8.55,US,1701548679
349,puerto francisco de orellana,-0.4667,-76.9667,27.03,78,75,1.54,EC,1701548416
350,isafjordur,66.0755,-23.124,-3.43,73,35,2.19,IS,1701548680
351,naze,28.3667,129.4833,14.51,66,100,4.57,JP,1701548680
352,general conesa,-40.1,-64.4333,21.45,8,3,6.94,AR,1701548471
353,bodo,67.28,14.405,-5.68,70,100,8.23,NO,1701548577
354,nar'yan-mar,67.6713,53.087,-9.94,95,100,5.36,RU,1701548681
355,winnemucca,40.973,-117.7357,8.03,49,100,4.63,US,1701548682
356,carahue,-38.7,-73.1667,13.65,41,4,4.81,CL,1701548682
357,port alfred,-33.5906,26.891,17.88,93,72,4.02,ZA,1701548683
358,kailua-kona,19.6406,-155.9956,27.93,84,40,2.06,US,1701548563
359,makueni boma,-1.8041,37.6203,18.06,90,16,1.37,KE,1701548684
360,valle de la pascua,9.2155,-66.0073,31.47,44,95,3.01,VE,1701548684
361,ancud,-41.8697,-73.8203,11.03,58,24,6.29,CL,1701548449
362,notodden,59.5594,9.2585,-7.78,90,98,0.98,NO,1701548685
363,oak hill,37.9723,-81.1487,15.37,75,100,1.23,US,1701548686
364,weno,7.4515,151.8468,28.76,74,62,8.05,FM,1701548686
365,starkville,33.4504,-88.8184,17.93,100,100,0.0,US,1701548687
366,al bardiyah,31.7561,25.0865,18.43,55,100,4.18,LY,1701548687
367,conde,-7.2597,-34.9075,27.7,74,20,5.14,BR,1701548688
368,chimoio,-19.1164,33.4833,16.46,77,0,1.0,MZ,1701548688
369,port hedland,-20.3167,118.5667,23.03,88,1,2.06,AU,1701548689
370,bengkulu,-3.8004,102.2655,24.26,94,100,1.98,ID,1701548531
371,nova friburgo,-22.2819,-42.5311,24.5,79,36,1.06,BR,1701548689
372,jayapura,-2.5333,140.7,23.66,89,99,1.9,ID,1701548690
373,san pedro pochutla,15.7333,-96.4667,33.84,49,23,3.24,MX,1701548690
374,inirida,3.8653,-67.9239,30.8,60,97,0.54,CO,1701548691
375,nadym,65.5333,72.5167,-25.94,91,13,4.65,RU,1701548660
376,tonnerre,47.8563,3.9737,-2.06,74,0,0.91,FR,1701548692
377,at taj,24.2049,23.2857,16.31,29,1,3.41,LY,1701548692
378,sheringham,52.9408,1.2093,-2.16,79,21,4.98,GB,1701548692
379,kalmunai,7.4167,81.8167,25.19,84,100,2.34,LK,1701548693
380,pembroke,45.8168,-77.1162,1.21,52,11,2.36,CA,1701548693
381,mujiayingzi,42.1167,118.7833,-6.7,54,0,3.35,CN,1701548694
382,balikpapan,-1.2675,116.8289,23.63,92,80,1.32,ID,1701548694
383,anadyr,64.75,177.4833,-18.72,84,0,3.0,RU,1701548695
384,timmins,48.4669,-81.3331,-3.1,74,40,3.09,CA,1701548519
385,ceerigaabo,10.6162,47.368,15.32,52,99,2.24,SO,1701548695
386,smirnykh,49.75,142.8333,-12.05,93,24,1.54,RU,1701548696
387,suva,-18.1416,178.4415,28.71,79,40,1.54,FJ,1701548696
388,pandan,14.0453,124.1694,26.27,86,100,6.05,PH,1701548697
389,slave lake,55.2834,-114.769,-8.01,79,0,2.57,CA,1701548464
390,baruun-urt,46.6806,113.2792,-8.51,72,98,8.47,MN,1701548698
391,goynuk,40.4003,30.7883,10.58,73,76,3.0,TR,1701548699
392,xam nua,20.4197,104.0439,15.85,98,99,0.64,LA,1701548699
393,emporia,38.4039,-96.1817,2.11,93,100,2.57,US,1701548433
394,cova figueira,14.8905,-24.2934,23.2,77,88,5.63,CV,1701548702
395,remire-montjoly,4.9167,-52.2667,30.02,62,0,4.12,GF,1701548702
396,susuman,62.7833,148.1667,-33.42,100,100,0.65,RU,1701548703
397,betio village,1.358,172.9211,26.02,84,100,7.51,KI,1701548703
398,magway,20.15,94.9167,21.9,72,100,2.13,MM,1701548704
399,novodvinsk,64.4165,40.8122,-13.14,100,96,0.59,RU,1701548704
400,sur,22.5667,59.5289,23.64,65,0,1.2,OM,1701548705
401,sungailiat,-1.85,106.1333,26.86,82,100,1.47,ID,1701548705
402,kirensk,57.7853,108.1119,-6.69,94,100,3.58,RU,1701548507
403,sosnovoborsk,56.1325,93.3589,-3.75,91,100,3.05,RU,1701548706
404,sinjai,-5.1241,120.253,25.18,83,100,1.49,ID,1701548707
405,klyuchi,52.2667,79.1667,1.75,60,100,7.28,RU,1701548709
406,shima,24.4478,117.8111,17.01,77,71,0.79,CN,1701548709
407,salinopolis,-0.6136,-47.3561,28.78,69,11,4.43,BR,1701548467
408,hun,29.1268,15.9477,19.68,16,100,3.34,LY,1701548710
409,kuqa,41.7278,82.9364,1.52,42,98,1.55,CN,1701548711
410,kolyvan',55.3053,82.7391,-1.21,97,99,3.67,RU,1701548712
411,altai,46.3722,96.2583,-8.12,48,28,1.96,MN,1701548712
412,polyarnyy,69.1989,33.4478,-0.83,93,100,4.27,RU,1701548713
413,farafangana,-22.8167,47.8333,21.91,66,100,4.43,MG,1701548714
414,kahriz,34.3838,47.0553,3.04,70,0,2.06,IR,1701548714
415,brokopondo,4.75,-55.1667,31.63,50,80,4.44,SR,1701548715
416,imbituba,-28.24,-48.6703,25.82,84,73,4.72,BR,1701548606
417,lata,40.1629,-8.3327,7.26,87,0,0.56,PT,1701548716
418,willowmore,-33.2926,23.4895,16.73,73,9,3.97,ZA,1701548716
419,hirara,24.8,125.2833,21.15,78,100,6.69,JP,1701548717
420,roma,43.2128,-75.4557,10.05,94,100,1.34,US,1701548717
421,mezhdurechenskiy,59.6,65.9333,-17.1,96,94,3.44,RU,1701548488
422,fort-shevchenko,44.5086,50.263,11.27,90,100,7.27,KZ,1701548719
423,kourou,5.1552,-52.6478,30.03,64,84,3.36,GF,1701548719
424,lae,-6.7221,146.9847,23.37,94,100,2.21,PG,1701548720
425,namibe,-15.1961,12.1522,22.85,84,100,3.35,AO,1701548721
426,sokcho,38.2083,128.5911,1.34,40,1,2.06,KR,1701548721
427,inari,68.906,27.0288,-15.89,100,100,1.5,FI,1701548722
428,macomb,40.4592,-90.6718,4.7,91,96,0.45,US,1701548722
429,peniche,39.3558,-9.3811,11.36,89,13,2.87,PT,1701548723
430,thunder bay,48.4001,-89.3168,-0.01,64,100,1.54,CA,1701548483
431,grantsville,40.5999,-112.4644,5.16,64,100,8.05,US,1701548724
432,puerto santa,-8.9906,-78.6456,22.12,77,27,5.47,PE,1701548725
433,dalianwan,39.0286,121.695,-4.98,68,0,1.0,CN,1701548725
434,tralee,52.2704,-9.7026,1.14,100,0,1.54,IE,1701548726
435,aoulef,26.9667,1.0833,20.66,12,88,1.64,DZ,1701548726
436,joshimath,30.5667,79.5667,5.95,25,0,3.89,IN,1701548727
437,san julian,21.0167,-102.1667,21.36,37,100,3.59,MX,1701548728
438,balabac,7.9868,117.0645,27.87,82,100,6.82,PH,1701548728
439,callao,-12.0667,-77.15,21.16,78,75,3.6,PE,1701548729
440,nova sintra,14.8667,-24.7167,22.91,76,96,5.14,CV,1701548729
441,chania,35.5122,24.0156,15.78,82,40,0.0,GR,1701548730
442,prince rupert,54.3161,-130.3201,4.83,91,100,11.83,CA,1701548730
443,gaspe,48.8334,-64.4819,-0.05,64,75,2.57,CA,1701548731
444,mata-utu,-13.2816,-176.1745,28.01,75,91,5.55,WF,1701548731
445,chimore,-16.9833,-65.1333,27.65,82,99,1.64,BO,1701548732
446,port douglas,-16.4833,145.4667,25.47,83,100,1.25,AU,1701548732
447,selfoss,63.9331,-20.9971,-2.75,61,94,3.61,IS,1701548733
448,nueva gerona,21.8833,-82.8,28.55,67,82,5.2,CU,1701548733
449,agropoli,40.3469,14.9966,14.49,59,51,6.64,IT,1701548734
450,buta,2.7858,24.73,22.27,96,90,0.74,CD,1701548734
451,santana,-0.0583,-51.1817,33.1,55,20,5.66,BR,1701548734
452,kargopol',61.5071,38.9456,-17.16,100,89,1.08,RU,1701548735
453,san juan de miraflores,-12.1629,-76.9635,20.29,77,79,3.84,PE,1701548736
454,greymouth,-42.4667,171.2,15.76,99,100,6.48,NZ,1701548479
455,whiteville,34.3388,-78.7031,22.07,87,40,2.06,US,1701548737
456,fort bragg,35.139,-79.006,22.91,76,0,1.54,US,1701548737
457,namtsy,62.7161,129.6658,-39.39,100,97,1.81,RU,1701548738
458,new norfolk,-42.7826,147.0587,13.72,89,100,0.62,AU,1701548738
459,wynyard,-41.0,145.7167,14.36,90,100,2.14,AU,1701548739
460,agustin codazzi,10.0341,-73.2361,33.99,38,88,1.97,CO,1701548739
461,floro,61.5996,5.0328,-1.02,74,100,4.63,NO,1701548740
462,yei,4.095,30.6779,23.26,76,81,1.79,SS,1701548740
463,rongelap,11.1635,166.8941,27.49,74,73,8.56,MH,1701548741
464,sao tome,0.3365,6.7273,26.51,78,100,0.95,ST,1701548742
465,acapulco de juarez,16.8634,-99.8901,30.9,58,40,3.09,MX,1701548515
466,talcahuano,-36.7167,-73.1167,17.82,45,0,10.8,CL,1701548743
467,la ronge,55.1001,-105.2842,-6.86,86,75,1.54,CA,1701548743
468,saint-philippe,-21.3585,55.7679,23.77,92,100,1.94,RE,1701548744
469,shimoda,34.6667,138.95,9.01,74,3,4.91,JP,1701548744
470,jinan,36.6683,116.9972,2.59,27,0,1.91,CN,1701548745
471,kisangani,0.5167,25.2,22.07,97,100,0.04,CD,1701548745
472,new kingman-butler,35.265,-114.0323,14.87,26,20,5.66,US,1701548745
473,flying fish cove,-10.4217,105.6791,23.82,83,40,2.57,CX,1701548746
474,st. john's,47.5649,-52.7093,4.26,93,75,3.13,CA,1701548746
475,pelabuhanratu,-6.9875,106.5514,25.6,89,87,1.03,ID,1701548747
476,peto,20.1333,-88.9167,34.3,33,14,3.41,MX,1701548747
477,miandoab,36.9694,46.1027,7.19,38,99,0.52,IR,1701548748
478,boguchany,58.3814,97.4531,-6.19,97,95,1.79,RU,1701548748
479,monrovia,6.3005,-10.7969,26.87,83,57,2.52,LR,1701548749
480,vernal,40.4555,-109.5287,-1.16,72,40,1.54,US,1701548451
481,njinikom,6.2333,10.2833,18.89,76,21,1.03,CM,1701548750
482,fada,9.5667,8.3,22.91,36,56,0.9,NG,1701548750
483,palu,-0.8917,119.8707,24.22,97,100,1.17,ID,1701548750
484,pirai do sul,-24.5261,-49.9486,28.42,51,19,1.01,BR,1701548751
485,zhosaly,45.4878,64.0781,6.02,57,100,5.47,KZ,1701548751
486,pangkalan brandan,4.0238,98.2782,24.09,94,100,1.22,ID,1701548752
487,kavaratti,10.5669,72.642,28.59,73,11,4.05,IN,1701548752
488,shizunai-furukawacho,42.3339,142.3669,2.78,77,100,2.74,JP,1701548754
489,ivatsevichy,52.709,25.3401,-3.56,96,100,4.58,BY,1701548754
490,jiexiu,37.0244,111.9125,0.66,28,9,1.29,CN,1701548755
491,senanga,-16.1167,23.2667,21.85,71,38,2.6,ZM,1701548755
492,crucecita,-28.95,-58.9833,26.88,78,86,5.3,AR,1701548755
493,sola,-13.8833,167.55,26.91,83,100,8.43,VU,1701548756
494,gutao,37.2025,112.1781,-1.53,31,10,0.81,CN,1701548756
495,vorkuta,67.5,64.0,-14.03,95,97,2.16,RU,1701548757
496,novovoronezh,51.3072,39.2173,-2.84,81,100,3.25,RU,1701548757
497,bechar,31.6167,-2.2167,14.18,38,20,2.06,DZ,1701548758
498,semikarakorsk,47.5194,40.8112,8.37,94,100,2.65,RU,1701548758
499,kangding,30.0513,101.9603,3.68,87,42,0.95,CN,1701548759
500,rockingham,42.9668,-71.0995,10.31,82,69,1.84,US,1701548759
501,nueva rosita,27.95,-101.2167,24.18,26,100,1.35,MX,1701548760
502,vila velha,-20.3297,-40.2925,27.97,85,40,7.2,BR,1701548760
503,motygino,58.1831,94.7592,-6.63,95,100,3.32,RU,1701548488
504,baijiantan,45.6333,85.1833,0.28,48,100,0.8,CN,1701548761
505,idfu,24.9803,32.8747,21.76,27,0,3.03,EG,1701548762
506,khandyga,62.6667,135.6,-29.92,99,100,1.29,RU,1701548762
507,mitsamiouli,-11.3847,43.2844,26.75,80,100,1.95,KM,1701548763
508,horta,38.5333,-28.6333,14.8,66,40,5.36,PT,1701548763
509,tinajo,29.0788,-13.7081,18.49,72,20,3.09,ES,1701548764
510,ambohitseheno,-18.783,47.7763,16.91,96,100,3.39,MG,1701548764
511,ketchikan,55.3422,-131.6461,4.63,93,100,2.06,US,1701548765
512,dombarovskiy,50.7587,59.5386,2.78,97,100,12.07,RU,1701548765
513,sinan,34.8262,126.1086,6.06,56,6,7.79,KR,1701548766
514,gumdag,39.2061,54.5906,12.72,56,100,5.17,TM,1701548766
515,gizo,-8.103,156.8419,27.76,82,100,3.91,SB,1701548767
516,usuki,33.1081,131.7878,5.24,71,32,2.34,JP,1701548767
517,linqiong,30.4159,103.4609,9.9,80,99,0.73,CN,1701548768
518,corowa,-36.0333,146.3833,11.9,94,0,2.32,AU,1701548768
519,seydi,39.4816,62.9137,11.61,53,0,2.45,TM,1701548769
520,vadso,70.0744,29.7487,0.09,100,100,4.63,NO,1701548769
521,puerto aysen,-45.4,-72.7,7.11,99,100,2.6,CL,1701548770
522,burao,9.5221,45.5336,18.27,66,70,3.92,SO,1701548771
523,duobao,30.67,112.6895,8.02,42,43,1.59,CN,1701548771
524,sabang,5.8933,95.3214,27.22,77,100,5.65,ID,1701548772
525,santyoku,37.4406,129.1708,2.22,59,0,4.08,KR,1701548773
526,brisas barra de suchiate,14.55,-92.2167,33.1,64,0,3.4,MX,1701548773
527,sandnessjoen,66.0217,12.6316,-19.71,71,56,4.68,NO,1701548774
528,huanan,46.2167,130.5167,-16.48,97,93,2.46,CN,1701548775
529,rikaze,29.25,88.8833,-4.75,52,0,1.57,CN,1701548515
530,arno,60.1167,18.6333,-2.34,85,100,3.58,SE,1701548776
531,saint-pierre,-21.3393,55.4781,24.2,78,100,2.06,RE,1701548776
532,queenstown,-31.8976,26.8753,17.52,80,74,1.59,ZA,1701548777
533,ndele,8.4109,20.6473,28.18,30,80,1.77,CF,1701548777
534,agat village,13.3886,144.6585,26.52,94,40,5.66,GU,1701548778
535,corn island,12.1694,-83.0418,28.36,76,4,6.45,NI,1701548778
536,huinan,42.6225,126.2614,-14.97,96,32,1.65,CN,1701548779
537,mejit,10.2753,170.8646,27.65,75,85,7.33,MH,1701548779
538,richards bay,-28.783,32.0377,20.55,89,0,2.53,ZA,1701548780
539,el bauga,18.262,33.9081,26.52,44,0,4.65,SD,1701548780
540,tazacorte,28.629,-17.9293,20.08,88,75,3.6,ES,1701548781
541,kilju,40.9642,129.3278,-4.37,44,0,2.01,KP,1701548781
542,port macquarie,-31.4333,152.9167,21.05,87,6,1.68,AU,1701548782
543,lambarene,-0.7001,10.2406,23.69,95,95,0.66,GA,1701548782
544,north bend,43.4065,-124.2243,14.03,94,100,5.66,US,1701548783
545,kurumkan,54.3,110.3,-11.04,94,100,1.79,RU,1701548783
546,makinsk,52.6292,70.4169,0.5,97,100,10.99,KZ,1701548784
547,ixtapa,20.7,-105.2,27.35,65,75,3.09,MX,1701548784
548,charlottesville,38.0293,-78.4767,19.12,91,100,4.12,US,1701548714
549,sariyahsi,38.9835,33.8414,9.63,58,45,2.13,TR,1701548785
550,tamanrasset,22.785,5.5228,14.95,17,0,1.03,DZ,1701548519
551,zhongxiang,31.1661,112.5831,7.69,49,73,1.12,CN,1701548787
552,malango,-2.9627,119.9001,19.3,96,96,1.0,ID,1701548788
553,bubaque,11.2833,-15.8333,28.06,68,100,5.66,GW,1701548788
554,luganville,-15.5333,167.1667,27.33,81,100,4.72,VU,1701548789
555,burgos,42.3394,-3.7079,4.23,93,100,1.03,ES,1701548790
556,prainha,-1.8,-53.48,34.7,38,67,2.56,BR,1701548790
557,morden,49.1919,-98.1014,2.24,60,98,6.69,CA,1701548790
558,yigo village,13.5361,144.8886,25.62,88,40,5.66,GU,1701548791
559,shakhun'ya,57.6758,46.6114,-14.98,99,83,1.59,RU,1701548791
560,dadukou,26.5479,101.7054,12.87,83,100,0.51,CN,1701548792
561,brigantine,39.4101,-74.3646,13.11,94,40,1.54,US,1701548792
562,nova vicosa,-17.8919,-39.3719,27.23,70,1,7.28,BR,1701548793
563,votkinsk,57.0486,53.9872,-5.13,93,100,4.85,RU,1701548527
564,sumy,50.9216,34.8003,-1.05,93,100,5.15,UA,1701548794
565,marsh harbour,26.5412,-77.0636,26.37,78,72,6.04,BS,1701548794
566,vytegra,61.0064,36.4481,-9.8,96,94,1.79,RU,1701548795
567,kerikeri,-35.2268,173.9474,18.28,93,100,3.03,NZ,1701548795
568,novo horizonte,-21.4681,-49.2208,35.55,30,88,1.59,BR,1701548796
569,tillaberi,14.2117,1.4531,29.18,14,50,4.26,NE,1701548796
570,severo-yeniseyskiy,60.3725,93.0408,-10.79,93,100,3.58,RU,1701548797
571,copiapo,-27.3667,-70.3333,16.83,25,0,4.67,CL,1701548720
572,khanpur mahar,27.8436,69.4137,19.08,41,0,3.03,PK,1701548797
573,mogocha,53.7333,119.7667,-19.54,99,99,0.85,RU,1701548800
574,orsha,54.5153,30.4053,-10.84,99,100,1.87,BY,1701548800
575,gaillon,49.161,1.3402,0.93,80,0,2.57,FR,1701548800
576,coquimbo,-29.9533,-71.3436,19.85,63,0,6.17,CL,1701548597
577,paracale,14.2804,122.7881,25.29,88,74,5.08,PH,1701548802
578,georgiyevka,43.0369,74.7114,5.02,65,4,3.0,KZ,1701548803
579,campoverde,-8.4753,-74.8058,29.83,46,83,1.57,PE,1701548803
580,ouadda,8.0777,22.4007,25.44,50,90,0.15,CF,1701548804
581,papao,-17.75,-149.55,30.82,82,49,10.37,PF,1701548804
582,yanykurgan,43.915,67.2481,6.28,67,61,4.54,KZ,1701548805
583,latakia,35.5148,35.7768,13.1,58,4,2.67,SY,1701548805
584,punta del este,-34.9667,-54.95,22.76,87,75,3.6,UY,1701548805
585,skelleftea,64.7507,20.9528,-11.8,85,75,3.09,SE,1701548806
586,mil'kovo,55.6078,37.7956,-4.73,98,97,2.03,RU,1701548806
